1	chr01	5562364	5562365	+
2	chr01	5559185	5559186	+
3	chr01	5559032	5559033	+
4	chr01	5558862	5558863	+
5	chr01	5558567	5558568	+
6	chr01	5558454	5558455	+
7	chr01	5558217	5558218	+
8	chr01	5557973	5557974	+
9	chr01	5557786	5557787	+
10	chr01	5557581	5557582	+
11	chr01	5557390	5557391	+
12	chr01	5557141	5557142	+
13	chr01	5556875	5556876	+
14	chr01	5556726	5556727	+
15	chr01	5556109	5556110	+
16	chr01	5555977	5555978	+
17	chr01	5555834	5555835	+
18	chr01	5555682	5555683	+
19	chr01	5555579	5555580	+
20	chr01	5555410	5555411	+
21	chr01	5555169	5555170	+
22	chr01	5554991	5554992	+
23	chr01	5554822	5554823	+
24	chr01	5554665	5554666	+
25	chr01	5554513	5554514	+
26	chr01	5554364	5554365	+
27	chr01	5554203	5554204	+
28	chr01	5554030	5554031	+
29	chr01	5553809	5553810	+
30	chr01	5553711	5553712	+
31	chr01	5553641	5553642	+
32	chr01	5553562	5553563	+
33	chr01	5553261	5553262	+
34	chr01	5553136	5553137	+
35	chr01	5552960	5552961	+
36	chr01	5552842	5552843	+
37	chr01	5552716	5552717	+
38	chr01	5552636	5552637	+
39	chr01	5552522	5552523	+
40	chr01	5552381	5552382	+
41	chr01	5552167	5552168	+
42	chr01	5552020	5552021	+
43	chr01	5551831	5551832	+
44	chr01	5551698	5551699	+
45	chr01	5551542	5551543	+
46	chr01	5551341	5551342	+
47	chr01	5551170	5551171	+
48	chr01	5550866	5550867	+
49	chr01	5550547	5550548	+
50	chr01	5550373	5550374	+
51	chr01	5550275	5550276	+
52	chr01	5550143	5550144	+
53	chr01	5550018	5550019	+
54	chr01	5549889	5549890	+
55	chr01	5549697	5549698	+
56	chr01	5549517	5549518	+
57	chr01	5549356	5549357	+
58	chr01	5549218	5549219	+
59	chr01	5549030	5549031	+
60	chr01	5548902	5548903	+
61	chr01	5548719	5548720	+
62	chr01	5548608	5548609	+
63	chr01	5548490	5548491	+
64	chr01	5548344	5548345	+
65	chr01	5548173	5548174	+
66	chr01	5548028	5548029	+
67	chr01	5547930	5547931	+
68	chr01	5547711	5547712	+
69	chr01	5547616	5547617	+
70	chr01	5547467	5547468	+
71	chr01	5547330	5547331	+
72	chr01	5546990	5546991	+
73	chr01	5546831	5546832	+
74	chr01	5546506	5546507	+
75	chr01	5546349	5546350	+
76	chr01	5546186	5546187	+
77	chr01	5546004	5546005	+
78	chr01	5545742	5545743	+
79	chr01	5545605	5545606	+
80	chr01	5545360	5545361	+
81	chr01	5545225	5545226	+
82	chr01	5544876	5544877	+
83	chr01	5544677	5544678	+
84	chr01	5544557	5544558	+
85	chr01	5544368	5544369	+
86	chr01	5544217	5544218	+
87	chr01	5544023	5544024	+
88	chr01	5543759	5543760	+
89	chr01	5543593	5543594	+
90	chr01	5543294	5543295	+
91	chr01	5543168	5543169	+
92	chr01	5542987	5542988	+
93	chr01	5542846	5542847	+
94	chr01	5542750	5542751	+
95	chr01	5542665	5542666	+
96	chr01	5542558	5542559	+
97	chr01	5542412	5542413	+
98	chr01	5542289	5542290	+
99	chr01	5542204	5542205	+
100	chr01	5542077	5542078	+
101	chr01	5541926	5541927	+
102	chr01	5541757	5541758	+
103	chr01	5541588	5541589	+
104	chr01	5541434	5541435	+
105	chr01	5541255	5541256	+
106	chr01	5541128	5541129	+
107	chr01	5541014	5541015	+
108	chr01	5540845	5540846	+
109	chr01	5540518	5540519	+
110	chr01	5540409	5540410	+
111	chr01	5540258	5540259	+
112	chr01	5540119	5540120	+
113	chr01	5539736	5539737	+
114	chr01	5539628	5539629	+
115	chr01	5539469	5539470	+
116	chr01	5539259	5539260	+
117	chr01	5539134	5539135	+
118	chr01	5539005	5539006	+
119	chr01	5538455	5538456	+
120	chr01	5538260	5538261	+
121	chr01	5538165	5538166	+
122	chr01	5538020	5538021	+
123	chr01	5537864	5537865	+
124	chr01	5537702	5537703	+
125	chr01	5537561	5537562	+
126	chr01	5537401	5537402	+
127	chr01	5537290	5537291	+
128	chr01	5537131	5537132	+
129	chr01	5536974	5536975	+
130	chr01	5536852	5536853	+
131	chr01	5536708	5536709	+
132	chr01	5536570	5536571	+
133	chr01	5536404	5536405	+
134	chr01	5535249	5535250	+
135	chr01	5535077	5535078	+
136	chr01	5534951	5534952	+
137	chr01	5534804	5534805	+
138	chr01	5534675	5534676	+
139	chr01	5534503	5534504	+
140	chr01	5534328	5534329	+
141	chr01	5534162	5534163	+
142	chr01	5533909	5533910	+
143	chr01	5533669	5533670	+
144	chr01	5533501	5533502	+
145	chr01	5533393	5533394	+
146	chr01	5533251	5533252	+
147	chr01	5533032	5533033	+
148	chr01	5532870	5532871	+
149	chr01	5532511	5532512	+
150	chr01	5532348	5532349	+
151	chr01	5532172	5532173	+
152	chr01	5532011	5532012	+
153	chr01	5531872	5531873	+
154	chr01	5531528	5531529	+
155	chr01	5531423	5531424	+
156	chr01	5531075	5531076	+
157	chr01	5530939	5530940	+
158	chr01	5530792	5530793	+
159	chr01	5530610	5530611	+
160	chr01	5530458	5530459	+
161	chr01	5530292	5530293	+
162	chr01	5530212	5530213	+
163	chr01	5530076	5530077	+
164	chr01	5529966	5529967	+
165	chr01	5529829	5529830	+
166	chr01	5529612	5529613	+
167	chr01	5529364	5529365	+
168	chr01	5529168	5529169	+
169	chr01	5528896	5528897	+
170	chr01	5528712	5528713	+
171	chr01	5528600	5528601	+
172	chr01	5528422	5528423	+
173	chr01	5528320	5528321	+
174	chr01	5528132	5528133	+
175	chr01	5527965	5527966	+
176	chr01	5527842	5527843	+
177	chr01	5527678	5527679	+
178	chr01	5527523	5527524	+
179	chr01	5527371	5527372	+
180	chr01	5527185	5527186	+
181	chr01	5527029	5527030	+
182	chr01	5526874	5526875	+
183	chr01	5526450	5526451	+
184	chr01	5526172	5526173	+
185	chr01	5526006	5526007	+
186	chr01	5525856	5525857	+
187	chr01	5525709	5525710	+
188	chr01	5525594	5525595	+
189	chr01	5525449	5525450	+
190	chr01	5525327	5525328	+
191	chr01	5525209	5525210	+
192	chr01	5525048	5525049	+
193	chr01	5524883	5524884	+
194	chr01	5524730	5524731	+
195	chr01	5524578	5524579	+
196	chr01	5524418	5524419	+
197	chr01	5524259	5524260	+
198	chr01	5524125	5524126	+
199	chr01	5524001	5524002	+
200	chr01	5523880	5523881	+
201	chr01	5523722	5523723	+
202	chr01	5523605	5523606	+
203	chr01	5523431	5523432	+
204	chr01	5523269	5523270	+
205	chr01	5523109	5523110	+
206	chr01	5522999	5523000	+
207	chr01	5522843	5522844	+
208	chr01	5522706	5522707	+
209	chr01	5522552	5522553	+
210	chr01	5522397	5522398	+
211	chr01	5522284	5522285	+
212	chr01	5522121	5522122	+
213	chr01	5521960	5521961	+
214	chr01	5521807	5521808	+
215	chr01	5521671	5521672	+
216	chr01	5521523	5521524	+
217	chr01	5521359	5521360	+
218	chr01	5521229	5521230	+
219	chr01	5521041	5521042	+
220	chr01	5520894	5520895	+
221	chr01	5520719	5520720	+
222	chr01	5520582	5520583	+
223	chr01	5520326	5520327	+
224	chr01	5520162	5520163	+
225	chr01	5520007	5520008	+
226	chr01	5519841	5519842	+
227	chr01	5519651	5519652	+
228	chr01	5519545	5519546	+
229	chr01	5519407	5519408	+
230	chr01	5519299	5519300	+
231	chr01	5519158	5519159	+
232	chr01	5519051	5519052	+
233	chr01	5518938	5518939	+
234	chr01	5518828	5518829	+
235	chr01	5518675	5518676	+
236	chr01	5518513	5518514	+
237	chr01	5518377	5518378	+
238	chr01	5518253	5518254	+
239	chr01	5518067	5518068	+
240	chr01	5517903	5517904	+
241	chr01	5517689	5517690	+
242	chr01	5517527	5517528	+
243	chr01	5517340	5517341	+
244	chr01	5517183	5517184	+
245	chr01	5516979	5516980	+
246	chr01	5516832	5516833	+
247	chr01	5516663	5516664	+
248	chr01	5516540	5516541	+
249	chr01	5516336	5516337	+
250	chr01	5516250	5516251	+
251	chr01	5516085	5516086	+
252	chr01	5515926	5515927	+
253	chr01	5515783	5515784	+
254	chr01	5515630	5515631	+
255	chr01	5515508	5515509	+
256	chr01	5515386	5515387	+
257	chr01	5515269	5515270	+
258	chr01	5515040	5515041	+
259	chr01	5514898	5514899	+
260	chr01	5514746	5514747	+
261	chr01	5514419	5514420	+
262	chr01	5514283	5514284	+
263	chr01	5514117	5514118	+
264	chr01	5513949	5513950	+
265	chr01	5513817	5513818	+
266	chr01	5513637	5513638	+
267	chr01	5513514	5513515	+
268	chr01	5513256	5513257	+
269	chr01	5513082	5513083	+
270	chr01	5512925	5512926	+
271	chr01	5512787	5512788	+
272	chr01	5512628	5512629	+
273	chr01	5512482	5512483	+
274	chr01	5512321	5512322	+
275	chr01	5512186	5512187	+
276	chr01	5512010	5512011	+
277	chr01	5511840	5511841	+
278	chr01	5511702	5511703	+
279	chr01	5511381	5511382	+
280	chr01	5511228	5511229	+
281	chr01	5511038	5511039	+
282	chr01	5510921	5510922	+
283	chr01	5510790	5510791	+
284	chr01	5510709	5510710	+
285	chr01	5510581	5510582	+
286	chr01	5510376	5510377	+
287	chr01	5510217	5510218	+
288	chr01	5510048	5510049	+
289	chr01	5509927	5509928	+
290	chr01	5509765	5509766	+
291	chr01	5509585	5509586	+
292	chr01	5509410	5509411	+
293	chr01	5509292	5509293	+
294	chr01	5509178	5509179	+
295	chr01	5509088	5509089	+
296	chr01	5508946	5508947	+
297	chr01	5508805	5508806	+
298	chr01	5508612	5508613	+
299	chr01	5508473	5508474	+
300	chr01	5508265	5508266	+
301	chr01	5508077	5508078	+
302	chr01	5507959	5507960	+
303	chr01	5507693	5507694	+
304	chr01	5507543	5507544	+
305	chr01	5507434	5507435	+
306	chr01	5507277	5507278	+
307	chr01	5507118	5507119	+
308	chr01	5506980	5506981	+
309	chr01	5506867	5506868	+
310	chr01	5506721	5506722	+
311	chr01	5506558	5506559	+
312	chr01	5506370	5506371	+
313	chr01	5506243	5506244	+
314	chr01	5506128	5506129	+
315	chr01	5506021	5506022	+
316	chr01	5505839	5505840	+
317	chr01	5505649	5505650	+
318	chr01	5505526	5505527	+
319	chr01	5505434	5505435	+
320	chr01	5505268	5505269	+
321	chr01	5505025	5505026	+
322	chr01	5504672	5504673	+
323	chr01	5504539	5504540	+
324	chr01	5504387	5504388	+
325	chr01	5504249	5504250	+
326	chr01	5504132	5504133	+
327	chr01	5503960	5503961	+
328	chr01	5503783	5503784	+
329	chr01	5503642	5503643	+
330	chr01	5503508	5503509	+
331	chr01	5503381	5503382	+
332	chr01	5503205	5503206	+
333	chr01	5503048	5503049	+
334	chr01	5502789	5502790	+
335	chr01	5502675	5502676	+
336	chr01	5502538	5502539	+
337	chr01	5502340	5502341	+
338	chr01	5502190	5502191	+
339	chr01	5502057	5502058	+
340	chr01	5501876	5501877	+
341	chr01	5501723	5501724	+
342	chr01	5501567	5501568	+
343	chr01	5501435	5501436	+
344	chr01	5501291	5501292	+
345	chr01	5501078	5501079	+
346	chr01	5500974	5500975	+
347	chr01	5500821	5500822	+
348	chr01	5500615	5500616	+
349	chr01	5500462	5500463	+
350	chr01	5500373	5500374	+
351	chr01	5500248	5500249	+
352	chr01	5500073	5500074	+
353	chr01	5499924	5499925	+
354	chr01	5499784	5499785	+
355	chr01	5499623	5499624	+
356	chr01	5499453	5499454	+
357	chr01	5499291	5499292	+
358	chr01	5499143	5499144	+
359	chr01	5499008	5499009	+
360	chr01	5498859	5498860	+
361	chr01	5498706	5498707	+
362	chr01	5498241	5498242	+
363	chr01	5498063	5498064	+
364	chr01	5497933	5497934	+
365	chr01	5497740	5497741	+
366	chr01	5497563	5497564	+
367	chr01	5497423	5497424	+
368	chr01	5497214	5497215	+
369	chr01	5496997	5496998	+
370	chr01	5496799	5496800	+
371	chr01	5496662	5496663	+
372	chr01	5496515	5496516	+
373	chr01	5496288	5496289	+
